"Date","Description","Institution","Account","Category","Is Hidden","Is Pending","Amount"
"2/20/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.76)"
"2/20/2024","HYVEE ROCHESTER","Capital One","Quicksilver","Groceries","No","No","($7.09)"
"2/19/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.18)"
"2/19/2024","CIVIC CENTER R","Capital One","Quicksilver","Fast Food & Convenience","No","No","($4)"
"2/19/2024","CHICKFILA","Capital One","Quicksilver","Fast Food & Convenience","No","No","($4.49)"
"2/19/2024","HYVEE ROCHESTER","Capital One","Quicksilver","Groceries","No","No","($2.99)"
"2/17/2024","FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"2/17/2024","CHICKFILA","Capital One","Quicksilver","Fast Food & Convenience","No","No","($8.14)"
"2/17/2024","DUNKIN","Capital One","Quicksilver","Coffee","No","No","($2.18)"
"2/16/2024","CIVIC CENTER R","Capital One","Quicksilver","Fees & Charges","No","No","($4)"
"2/15/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.47)"
"2/13/2024","HYVEE ROCHESTER","Capital One","Quicksilver","Gifts","No","No","($25)"
"2/13/2024","HYVEE ROCHESTER","Capital One","Quicksilver","Groceries","No","No","($20.52)"
"2/12/2024","CUB FOODS INC","Capital One","Quicksilver","Personal Care","No","No","($23.77)"
"2/12/2024","CHICKFILA","Capital One","Quicksilver","Fast Food & Convenience","No","No","($7.01)"
"2/11/2024","LANESBORO MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Entertainment","No","No","($4.58)"
"2/11/2024","LANESBORO MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($23.95)"
"2/11/2024","KWIK TRIP CHATFIELD MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($2.99)"
"2/10/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.49)"
"2/10/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($1.07)"
"2/10/2024","SUBWAY ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($19.45)"
"2/9/2024","TACO BELL","Capital One","Quicksilver","Fast Food & Convenience","No","No","($4.63)"
"2/9/2024","GGLPAY DUNKIN MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.18)"
"2/7/2024","HYVEE FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($12.35)"
"2/7/2024","CHICKFILA ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($4.26)"
"2/7/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($1.07)"
"2/6/2024","BALDWIN PARKING MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Parking","No","No","($2)"
"2/6/2024","PARKMOBILE ROCH PARKING MN","Discover Credit Card - via Direct Web Access","3549","Parking","No","No","($1.35)"
"2/6/2024","PARKMOBILE ROCH PARKING MN","Discover Credit Card - via Direct Web Access","3549","Parking","No","No","($1.1)"
"2/5/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.47)"
"2/4/2024","MCDONALDS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.77)"
"2/2/2024","GGLPAY KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.98)"
"1/30/2024","MARY BRIGH PARKING ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Parking","No","No","($3)"
"1/29/2024","CHICKFILA ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.12)"
"1/29/2024","PHONE BILL","Discover Credit Card - via Direct Web Access","3549","Phone, Internet & Cable","No","No","($108.22)"
"1/26/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($2.69)"
"1/26/2024","CUB FOODS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($1.61)"
"1/25/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($1.61)"
"1/25/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($2.69)"
"1/23/2024","AMZN MKTP US AMZN.COM BILLWA","Discover Credit Card - via Direct Web Access","3549","Shopping","No","No","($6.29)"
"1/22/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.37)"
"1/22/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.18)"
"1/19/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.29)"
"1/18/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($9.57)"
"1/18/2024","HOLIDAY STATIONSTOREROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($55.78)"
"1/17/2024","FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"1/17/2024","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($30.54)"
"1/15/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.18)"
"1/15/2024","CHICKFILA ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($1.03)"
"1/14/2024","HYVEE ROCHESTER ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($10.73)"
"1/10/2024","TAQUITOS","Discover Credit Card - via Direct Web Access","3549","Food","No","No","($1.4)"
"1/9/2024","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.88)"
"1/8/2024","POPEYES EDEN PRAIRIE","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($22.02)"
"1/8/2024","SUBWAY CARD ME","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($10)"
"1/7/2024","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($0.99)"
"1/7/2024","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($43.05)"
"1/7/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($1.61)"
"1/7/2024","HYVEE ROCHESTER ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($2.8)"
"1/6/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($8.29)"
"1/6/2024","CUB FOODS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($2.39)"
"1/4/2024","CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","$5.61"
"1/4/2024","CARIBOU COFFEE CO ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Coffee","No","No","($4.75)"
"1/4/2024","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($1.07)"
"1/3/2024","HYVEE ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($8.9)"
"1/3/2024","SUBWAY CARD ME","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($4)"
"1/2/2024","SUBWAY ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($12.59)"
"1/1/2024","FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($42.17)"
"1/1/2024","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($36.13)"
"1/1/2024","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($2.51)"
"1/1/2024","KWIK TRIP ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Gas & Fuel","No","No","($8.91)"
"12/30/2023","THRIFT BOOKS GLOBALTUKWILA WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Books","No","No","($18.67)"
"12/29/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.51)"
"12/29/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.37)"
"12/29/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.37)"
"12/29/2023","DOLLAR TREE ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Merchandise/Misc","No","No","($4.05)"
"12/29/2023","PHONE BILL","Discover Credit Card - via Direct Web Access","3549","Phone, Internet & Cable","No","No","($109.91)"
"12/28/2023","CHICKFILA ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($2.71)"
"12/28/2023","DOLLAR TREE ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Merchandise/Misc","No","No","($2.5)"
"12/28/2023","WALMART STORE ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Shopping","No","No","($28.65)"
"12/27/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($2.64)"
"12/27/2023","THRIFT BOOKS GLOBALTUKWILA WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Books","No","No","$7.87"
"12/26/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($9.89)"
"12/26/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.26)"
"12/26/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.49)"
"12/23/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($8.29)"
"12/23/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.59)"
"12/23/2023","KWIK TRIP ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Gas & Fuel","No","No","($30)"
"12/22/2023","GGLPAY STORE ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($3.77)"
"12/22/2023","HYVEE ROCHESTER ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($33.46)"
"12/21/2023","DOLLAR TREE ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Merchandise/Misc","No","No","($6.35)"
"12/20/2023","FRIENDS BOOKSTORE MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Books","No","No","($31.36)"
"12/20/2023","SAVERS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($4.31)"
"12/20/2023","HYVEE ROCHESTER ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Groceries","No","No","($37.45)"
"12/19/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($2.48)"
"12/19/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($2.16)"
"12/19/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($6.36)"
"12/19/2023","CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.76)"
"12/19/2023","HYVEE FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($2.16)"
"12/19/2023","THRIFT BOOKS GLOBALTUKWILA WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Books","No","No","($32.42)"
"12/19/2023","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($6.43)"
"12/18/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.37)"
"12/18/2023","HYVEE ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($37.52)"
"12/18/2023","AMAZON.COM AMZN.COM BILLWA","Discover Credit Card - via Direct Web Access","3549","Shopping","No","No","($31.36)"
"12/17/2023","FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"12/17/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($8.19)"
"12/16/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($2.16)"
"12/16/2023","AMAZON.COM AMZN.COM BILLWA","Discover Credit Card - via Direct Web Access","3549","Shopping","No","No","($0.39)"
"12/15/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.09)"
"12/14/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.18)"
"12/13/2023","AMAZON MARKEPLACE NA PA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($54.6)"
"12/13/2023","AMAZON MARKETPLACE PAMZNCOMBILL","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($14.46)"
"12/13/2023","REDEEM CASH BACK AT AMAZONCOM CR","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","$14.46"
"12/12/2023","GGLPAY CULVERS OF EDEDEN PRAIRIE","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.76)"
"12/12/2023","GGLPAY CULVERS OF EDEDEN PRAIRIE","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.48)"
"12/12/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($17.98)"
"12/11/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.55)"
"12/11/2023","DOLLAR TREE MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($1.25)"
"12/10/2023","KWIK TRIP CHATFIELD MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($6.29)"
"12/9/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.29)"
"12/9/2023","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($25.03)"
"12/8/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.77)"
"12/8/2023","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($2.94)"
"12/7/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($2.69)"
"12/7/2023","DOLLAR TREE MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($5.2)"
"12/7/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.32)"
"12/6/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($9.52)"
"12/6/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.37)"
"12/6/2023","DOLLAR TREE MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($2.6)"
"12/5/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($6.36)"
"12/5/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($9.8)"
"12/5/2023","DOLLAR TREE MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($2.7)"
"12/4/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($6.36)"
"12/4/2023","GGLPAY DUNKIN MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.48)"
"12/4/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.76)"
"12/2/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.43)"
"12/1/2023","GGLPAY STORE ZUMBROTA MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($4.61)"
"11/30/2023","CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.18)"
"11/30/2023","HYVEE ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($8.31)"
"11/30/2023","GGLPAY KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($35.09)"
"11/29/2023","PHONE BILL","Discover Credit Card - via Direct Web Access","3549","Phone, Internet & Cable","No","No","($106.52)"
"11/29/2023","MCDONALDS ZUMBROTA MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.74)"
"11/28/2023","SPEEDWAY OH","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($15.13)"
"11/28/2023","DOLLAR TREE MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($8.11)"
"11/27/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.12)"
"11/27/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.77)"
"11/27/2023","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($7.97)"
"11/26/2023","CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($25.76)"
"11/24/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.87)"
"11/24/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.77)"
"11/24/2023","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.36)"
"11/22/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.77)"
"11/22/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.18)"
"11/22/2023","GGLPAY KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($10.6)"
"11/22/2023","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($2.16)"
"11/20/2023","GGLPAY COURTESY OF BONALASKA WI","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($1.61)"
"11/20/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.37)"
"11/20/2023","HYVEE ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($5.07)"
"11/19/2023","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($4.24)"
"11/18/2023","KUMGO LAMONILAMONI IA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.48)"
"11/18/2023","DOLLAR GENERAL LAMONI IA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($7.96)"
"11/17/2023","FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"11/17/2023","GGLPAY CULVERS OF CCLEAR LAKE IA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($20.83)"
"11/17/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($12.02)"
"11/17/2023","PWP OPENAI PRIVACYCOM TN","Online Access - via Direct Web Access","Checking Account","Personal Care","No","No","($5)"
"11/16/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($2.43)"
"11/16/2023","DOLLAR TREE MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($2.7)"
"11/16/2023","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($5.82)"
"11/16/2023","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($1.07)"
"11/15/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.77)"
"11/15/2023","HYVEE FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($12.78)"
"11/14/2023","GGLPAY BURGER KING ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.49)"
"11/14/2023","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($1.72)"
"11/13/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.77)"
"11/13/2023","GGLPAY DUNKIN MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.72)"
"11/13/2023","DOLLAR TREE MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($1.25)"
"11/13/2023","WALMART SUPERCENTERROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($27.24)"
"11/13/2023","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($2.69)"
"11/11/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.6)"
"11/10/2023","CASEYS GENL STORES ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.94)"
"11/10/2023","CASEYS GENL STORES ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($25)"
"11/10/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.77)"
"11/10/2023","HYVEE ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($18.24)"
"11/10/2023","DOLLAR TREE MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Merchandise/Misc","No","No","($3.95)"
"11/10/2023","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($1.07)"
"11/9/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($0.89)"
"11/9/2023","BALDWIN PARKING MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Parking","No","No","($3)"
"11/9/2023","GGLPAY SUBWAY ZUMBROTA MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($12.64)"
"11/8/2023","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($3.73)"
"11/7/2023","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.94)"
"11/7/2023","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.68)"
"11/6/2023","YOUR CASH REWARDREFUND IS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Savings","No","No","$18.25"
"11/6/2023","HYVEE ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($12.98)"
